id,created_at,tweet,screen_name,name,user_id,in_reply_to
1819886461128228889,2024-08-04 02:01:58 +02:00,Pitié quand vous dite que les travaux sont fini ils faut pas mentir comme ca je peux même pas jouer a cs 100 de ping constant a 2h du mat cest une folie jen est trop marre ca marche jamais votre truc la,RemiEnEnerver,RMI,1553893551829827585,
1820081522755379559,2024-08-04 14:57:05 +02:00,"raccordement de la fibre réalisé le 29 juillet à mon domicile, mais non fonctionnelle car la fibre free n’est pas encore raccordée à l’armoire principale Dans ce cas, pourquoi rendre la ligne éligible Estce une façon de faire pour maintenir les clients",Anthony76710,Anthony,1266690193,
1820205618659303432,2024-08-04 23:10:11 +02:00,Bonjour je voulais savoir pourquoi depuis quelques semaines le réseau free ne fonctionne pas correctement Je suis sous 4G et personne avec sa bug J’essaye de vous joindre mais rien,KuroKawo7,kuro,1637824118903939077,
1820217913829118017,2024-08-04 23:59:03 +02:00,pk Freebox ne marche jamais Incroyable 45€ un abonnement dans le vent,SherazDbaa,Sheraz dba,1488958820642705409,
1820222034997342509,2024-08-05 00:15:25 +02:00,ÇA FAIT 2 MOIS QUE VOTRE BOX NE FONCTIONNE PAS C’EST SACANDALEUX PAR CONTRE N’OUBLIEZ PAS DE PRÉLEVER VOS CLIENTS… Pffffff UNE HONTE PAS DE JO À CAUSE DE VOUS,HeraKoukla,Koukla Hera,1587889285201596417,1.81893005857407e+18
1820333397006315877,2024-08-05 07:37:56 +02:00,bonjour il y a toujours un bug sur le serveur SMTP,d2risto,gino bart,4243194502,
1820378282233082205,2024-08-05 10:36:18 +02:00,Il est là ‼️ putain Ils t’envoient N’IMPORTE QUI et le gonze Exprès je ne rouvre pas la porte pour accueillir des gens civilisés IL TIRE LA POIGNÉE “Vous cherchiez à ouvrir Vous avez raison” c’est un scandale d’envoyer des balourds comme ça,FanchonF,Fanchon Fourguerolle Matricule n°5122 APATRIDE,337722792,
1820395210930622474,2024-08-05 11:43:34 +02:00,"Svp laissez moi résilier ma box wifi ,j’vais tout casser",LANAERYAN1,LANAERYAN,1048636885411815425,
1820405869009313833,2024-08-05 12:25:55 +02:00,Des nouvelles de votre côté Moi je nai toujours rien Pour le moment je suis en train dutiliser mon smartphone comme modem mais cela ne pourra pas durer longtemps,3euros_vincent,Frédéric Langlois 🇫🇷+🇸🇪+🇺🇦+🇭🇷=🇪🇺,3226481193,1.8193502616403725e+18
1820421207235113128,2024-08-05 13:26:52 +02:00,Incident resolu au bout de 3 mois mais depuis debut juin je n ai de nouveau plus de fibre Au Total depuis decembre 2023 cela va faire 6 mois que je suis sans fibre et la seule reponse de free est qu ils regle le probleme dans les meilleurs delais C est juste scandaleux,yoda66666,yoda,2284631938,1.7570629685402752e+18
1820422500687433835,2024-08-05 13:32:00 +02:00,une panne sur le réseau fibre de Sales 74150,Captn3m01,Captn3m0,1046160803622252544,
1820439233401663491,2024-08-05 14:38:30 +02:00,"Je viens de sub chez une petite streameuse, sah elle est peu prête pour le pseudo du compte",Teuchibre,Teuchi,1194715749719384069,
1820442461736440235,2024-08-05 14:51:19 +02:00,"bonjour, impossible de finaliser la « validation déménagement » , err url Help 😬",SoJanuel,SoJanuel,955966735,
1820464290434076947,2024-08-05 16:18:04 +02:00,"Bien le bonjour à vous, jaurai besoin de vous pour un arrangement ont ne peut plus important pour moi, je peu vous avoir dans mes DM, sil vous plait",FredoProKill,FredoSan - Gaming&Manga,782202682220146688,
1820468182639083602,2024-08-05 16:33:32 +02:00,Bonjour pouvezvous me dire combien de temps ça va prendre pour rétablir Internet je suis Bouillargues dans le Gard et cela fait plusieurs jours que cela dure D’autre part j’espère une déduction totale de ma facture du cet incident,pilita178,pilita,191113652,
1820471009952366696,2024-08-05 16:44:46 +02:00,1 C’est bon le bureau est monté 2 donne la connexion pitié 3 Bientôt Le mec enrichie des multimillionnaires c’est fou,OverVT_,Over 💢,1226128913547563009,1.8204695842119475e+18
1820472535709782283,2024-08-05 16:50:49 +02:00,"bonjour, m absence de réseau sur ma Freebox à Carantec 29 depuis 2j, le site ne donne aucune mise à jour d’assistance depuis la nuit de samedi à dimanche, sans adsl ni téléphone 45g inopérant dans le quartier, quand pourrais je avoir des nouvelles Merci",fabiodonato13,fabio donato 🇭🇰,1477358042,
1820499191673827520,2024-08-05 18:36:45 +02:00,vous avez été saboté il y a plus dune semaine et il ny a toujours pas de réseau Yauraitil moyen davoir plus dinfos sur lavancée des réparations,T4chiB,Tachi,1286618965284880385,
1820504301892252102,2024-08-05 18:57:03 +02:00,"Bon pourquoi votre email bug comme ça Je reçois aucun mail et à cause de vous je peux pas récupérer mon compte Microsoft pour jouer à Minecraft avec les copains, rendez moi mon Minecraft 😔🙏",Wolfalco825,Wolfalco #TeamOrder,1021548291836784640,
1820525583165776261,2024-08-05 20:21:37 +02:00,"bonjour,comment estce possible d’avoir un conseiller compétent et poli chez vous",lasticot59,kiki,3233983141,
1820528293768024466,2024-08-05 20:32:23 +02:00,"Super le service clientèle tu appelles, mais comme il y a trop dattente, ça te raccroche au pif BREF donc je nai pas internet, je ne peux joindre personne pour une inter amp je paye oklm Jai free mais jai pas tout compris 😤🤬",NedxMacBethx,NedxBarker,183250603,
1820532642342924617,2024-08-05 20:49:40 +02:00,"Déménagement anticipé, prise de RDV effectué et 10 jours plus tard aucune connexion Geste commercial de Free 0, aucune proposition d’accès via une clé 4G Des RDV non honorés, … Seule proposition augmenter mes forfaits Ce qui ne va pas résoudre mon problème 🤬",kate31400560,kate,1016083158029217792,
1820541184357597187,2024-08-05 21:23:37 +02:00,OH vous jouez à quoi jai pas de co même SFR nauraient pas osés laisser un client sans co pendant 2 jours,yazh0g_,Yazhog,1556935357756751874,
1820546831815967181,2024-08-05 21:46:03 +02:00,"Plusieurs années, peu de soucis avec ma pop dans une zone dense et temps dintervention super rapide, je déménage dans une zone plus rurale et inversement de la situation Plusieurs coupures totales de services fibre Ultra en a peine 4 mois 🤬",Fuuumbleee,Fumble 🏈,48138227,
1820570375295754608,2024-08-05 23:19:36 +02:00,"Bonsoir , je vous contacte car on a problème avec la box on est obligé de la redémarrer souvent car à un moment on a plus dimage et de son et cest la deuxième fois que lon nous la change et cest toujours les premières box que lon a",lorierangers,LaureNews🦖🏀,68139508,
1820750686075711505,2024-08-06 11:16:06 +02:00,ça vous dérange pas de faire payer un abonnement alors que depuis 5 jours je nai pas dinternet ni box jappelle tous les jours on ouvre des tickets mais aucune intervention nest possible Je suis en télétravail je ne peux pas bosser HONTEUX,IamNess1104,Ness.A,374183957,
1820755882143007190,2024-08-06 11:36:44 +02:00,Chez les techniciens nont pas tout compris Par exemple ce que veut dire entre 9h et 11h,nomorewishing,Elie,28889506,
1820762893505171855,2024-08-06 12:04:36 +02:00,y’a moyen d’avoir une réponse un jour ou quoi Bande d’incapable,s6ep10,JUNGLE DIFF ナナ,1262385541988966400,
1820771039401382283,2024-08-06 12:36:58 +02:00,"Bon la commu, pas de stream pour le moment Jai déménagé mais le technicien de la fibre est venu mais il na pas réussi à mettre la fibre Jessaie de contacter pour ma mais je narrive pas à les joindre Je ne sais pas quand je vais réussir 🥲",furneth,Furneth,1523396753038397440,
1820827584025780697,2024-08-06 16:21:40 +02:00,"Ça fait plus de 2 ans que jattends la fibre Je me disais quen attendant, ils amélioreraient lagrégation 4G mais non, cest toujours aussi mauvais Vous êtes en vacances pour le déploiement du réseau #Freebox #Freebre",MickGuti,ＭｉｃｋＧｕｔｉ,95307888,
1820834823356698801,2024-08-06 16:50:26 +02:00,Moins en panne aussi 🤡😒,13Meteo,METEO 13 Bouche du Rhône,3436680382,1.8208297286153464e+18
1820839778541056491,2024-08-06 17:10:07 +02:00,"En tout cas, ce qui est sûr, c’est qu’il a moins mal aux jambes que vous n’avez de panne",darkaatv,DARKA,269881461,1.8208297286153464e+18
1820841491402502511,2024-08-06 17:16:55 +02:00,Surtout plus fiable… 🙄,LInspecteurG,L'Inspecteur Gadget 🐗,2152286135,1.8208297286153464e+18
1820841807363588115,2024-08-06 17:18:11 +02:00,Bonjour impossible d’avoir mon numéro IFC afin de connecter un abonnement pas Free Vos techniciens me promènent depuis 2 jours La dernière « Donnez votre identifiant et votre code d’accès à » Vous marchez sur la tête #fail,canabalmaria,Maria Canabal 🇺🇦,231400417,
1820842428653302191,2024-08-06 17:20:39 +02:00,bonjour Je ne peux accéder à mon compte en contactant le 3244 et n’ai plus de connexion Estce possible d’avoir un numéro noir et un humain svp Merci,lionel_trouve,Lionel Trouvé,4826388858,
1820843317015245169,2024-08-06 17:24:11 +02:00,cest normal que depuis dimanche soir ma box pop et bloqué étape 2 et que quand j appel le 3244 personnes ne me répond,JacquesGar72423,jacques gardet,1809394251341656064,1.8208297286153464e+18
1820843573614375310,2024-08-06 17:25:12 +02:00,Même sans bras et sans jambes il serait plus rapide que votre box,allaire_axel,Aixire,3381105778,1.8208297286153464e+18
1820848627620676052,2024-08-06 17:45:17 +02:00,Bien nul votre box et votre connexion,izzetkara29,izzet,838432527681478656,1.8208297286153464e+18
1820849995307700720,2024-08-06 17:50:43 +02:00,"Ça dépend 6 mois avec un débit ADSL au prix de la fibre par mauvaise installation de vos techniciens et tout ça sans compensation financière 57€ mensuel ça fait cher pour de l’ADSL Chers clients, passez votre chemin si vous espérez réparation d’un préjudice",CdbMaxime,Maxime 👨‍✈️🇫🇷🚄,855120996,1.8208297286153464e+18
1820855433638363523,2024-08-06 18:12:19 +02:00,Ma Freebox ultra bloquée à létape 6 actuellement 👁️👄👁️,Kuroko_OF,Christo,1213582684389179392,1.8208297286153464e+18
1820874054846587334,2024-08-06 19:26:19 +02:00,Plus stable que ma co ethernet,Alkewox,Alkewox,1144596913620246529,1.8208297286153464e+18
1820875839392845865,2024-08-06 19:33:25 +02:00,"Bonjour, Si vous nêtes pas capable davoir un vrai service dassistance qui règle les problèmes de vos clients, il faut le dire Plus de 15 appels, un problème qui dure depuis 1 mois et on me rabâche toujours la même chose quand je vous appel",JesuisLudgui,Guillaume Vero,1691587282057273344,
1820881621761061233,2024-08-06 19:56:23 +02:00,Estce normal que cest quasi impossible de resilier loption CanalSeries et se renvoyent la balle En attendent je me fait prelever 10 € par mois,_guyevans,Guy Evans,33233598,
1820881751306350827,2024-08-06 19:56:54 +02:00,Quand on voi la vitesse de votre SAV plu dinternet depuis le 2 août rendezvous pas avant le 17 août pas de possibilité avant alors question rapidité on en reparlera🐌🐌🐌 bande de guignol,marcodu17,LÉGENDAIRE,389056337,1.8208297286153464e+18
1820896457794449524,2024-08-06 20:55:20 +02:00,"Ah si si il est plus rapide, d ailleurs je suis sur qu avec lui j aurais la fibre bien avant vous",Pol_Tergheist,PolTergeist,1346572442366595072,1.8208297286153464e+18
1820899171055907029,2024-08-06 21:06:07 +02:00,Pas certain 100Mega cest rapide,Juliendu75,julio,118059443,1.8208297286153464e+18
1820901789182652747,2024-08-06 21:16:31 +02:00,"En parlant de freebox ultra, il vous faut combien de mois pour regler mon problème Ca fait que 7 mois apres tout Leon Marchand aurait le temps d’apprendre votre boulot et de corriger mon problème",Xerakfr,Xerak,244894311,1.8208297286153464e+18
1820905057367257397,2024-08-06 21:29:31 +02:00,Ceux qui ont MyCanal demain soir vous pourrez voir le match sur DAZN gratuitement 😊 #ASSE,Zuko9772,𝑳𝒆 𝑹𝒐𝒊 𝒅𝒖 𝑷𝒓𝒆𝒔𝒔𝒊𝒏𝒈 👑,967837082247974913,
1820905704640684291,2024-08-06 21:32:05 +02:00,"à condition que la personne de chez free qui téléphone pour faire sa prospection ne mente pas sur le débit disponible pour conclure un contrat, faire sa PVV et rien ne fonctionne derrière non parce que bon, faut pas non plus nous prendre pour des glands",robert_aristide,Aristide Robert,1550962256447430657,1.8208297286153464e+18
1820925842882441261,2024-08-06 22:52:06 +02:00,on peut en parler je suis censé avoir la fibre sans déconner des semaines que ça dure,V1TKENT,M8🤵🏻‍♂️I VIT🐝 I KENT,1136197622266519552,
1820932689018360048,2024-08-06 23:19:19 +02:00,Lui il bug moins par contre Ça mouline souvent,lejugeducanap,ÇaTitille,907551626046603264,1.8208297286153464e+18
1820935744187162866,2024-08-06 23:31:27 +02:00,plus rapide que les box Free,rudy_infos,Rudy,1316100869054758914,1.8208297286153464e+18
1820976348183327141,2024-08-07 02:12:48 +02:00,"ça va les pannes ont vous dérange pas Soit disant vous avez la meilleure connexion internet, et mon cul c’est du poulet J’aurais du aller chez orange",Flavie__wg,Flavie (Ratvie),1445141728118419467,
1821057584092107070,2024-08-07 07:35:36 +02:00,"Plus rapide peutêtre, MAIS QUAND CA FONCTIONNE Cestàdire que Leon Marchand vous éclate du coup mais appelons le 3244 qui te raccroche au nez voyons",NedxMacBethx,NedxBarker,183250603,1.8208297286153464e+18
1821083411152318673,2024-08-07 09:18:13 +02:00,"Rapide la Free box Ça rame de plus en plus avec la fibre, cest décevant",Dp2fast4u,Ohhlala!!⚜️,1126069472,1.8208297286153464e+18
1821089225334210888,2024-08-07 09:41:20 +02:00,Ah bon Parce que bon ça fait depuis fin janvier que jai lancé les démarches pour passer à la Ultra et vos services nont toujours pas été dans la capacité de mexpédier le boîtier intermédiaire,Pyokolla,Pyo,152027677,1.8208297286153464e+18
1821092041746452874,2024-08-07 09:52:31 +02:00,Il faudrait sintéresser à aussi Je suis client chez eux et quand je réponds aucun son et ça raccroche,FlixFlexxx,FlixFlex,550097147,1.8207553262090038e+18
1821104319791256004,2024-08-07 10:41:18 +02:00,"On en parle de vos « technicien » fibre qui arrivent 2h en retard, ne savent pas percer un trou ni parler français, et veulent finir le travail coûte que coûte même à 22h… pour être payé,",zoub_x,Zoub,973820906157027328,1.8208297286153464e+18
1821105338554171810,2024-08-07 10:45:21 +02:00,Nan mais jai le son de la télé mais genre jsp ça met le son en accéléré tt bzr jsuis obligé de redémarrer ce qui est honteux,Goumoutch,Goumoutch 🇫🇷🇦🇱,1570130399333957632,1.821104128937927e+18
1821106396957450255,2024-08-07 10:49:34 +02:00,Ta grand mère la co marche jamais,Maxou_Brd,MaxouLaB 🇫🇷,1636727450649468929,1.8208297286153464e+18
1821111110126194930,2024-08-07 11:08:17 +02:00,VOUS AVEZ LA PIRE CO FERME TA GRANDE BOUCHE FRR TOUT LES JOURS JSUIS A DEUX DOIGTS DE VOUS APPELER FAITES PAS LES BEAUX ICI,ElrixJJBA,𝑮𝑰𝑶𝑽𝑨𝑵𝑵𝑨 🐞,1243261017121054727,1.8208297286153464e+18
1821124335051915542,2024-08-07 12:00:50 +02:00,"cest possible davoir un réseau qui fonctionne la dernière fois que ma box est restée bloquée je nai pas eu de wifi pendant un mois, ça as été réparé ya deux mois seulement et ça recommence 35 euros pour ça",cloudyxiv_,cloudy,1629587331777802241,
1821131708420268501,2024-08-07 12:30:08 +02:00,"cest en option après une coupure de remettre la connexion normal ou cest comment Je suis en fibre normalement, jai plus limpression dêtre en ADSL là",axyliss,Axylisツ,1669439210103754758,
1821150603491303797,2024-08-07 13:45:13 +02:00,Le CM de free faut apprendre a fermer sa bouche 😂😂 coupure reseau mobile et box se matin maintenant je passe dune fibre 1go a une co adsl voir plus faible,smkganja88,KtZ,3317277539,1.8208297286153464e+18
1821151887808151592,2024-08-07 13:50:20 +02:00,"Bonjour, sur mon player jai actualisé mes droits mais je ne vois toujours pas les programmes des chaînes 109 à 112 malgré mon abonnement à cellesci Par contre, jai bien les chaînes canal Pouvezvous maider",Meteor35000,35 R,191541707,
1821169932475728274,2024-08-07 15:02:02 +02:00,Euh… depuis ce matin on peut pas trop adhérer,oceanside73XIX,sylvie,2672731535,1.8208297286153464e+18
1821185835057967445,2024-08-07 16:05:13 +02:00,"Bonjour Un technicien est passé début de semaine, n’a pas réussi à raccorder la fibre et est reparti sans être capable de me dire quelle sera la prochaine étape Pourriez vous m’éclairer sur la suite",JackMLantern,JackMLantern,301595746,
1821219930940784804,2024-08-07 18:20:42 +02:00,vous pouvez arrêter de menvoyer des messages de retourner votre équipement Est déjà arrivé chez vous le 0208 Vous lavez reçu est signé ma lettre recommandée Arrêtez,DiocanP83415,Diocan 🇷🇺🇵🇸🇷🇺🇵🇸🇷🇺🇵🇸🇷🇺🇵🇸,1740521874809851904,
1821225408609550654,2024-08-07 18:42:28 +02:00,"vous êtes le pire service que le monde nai jamais porté, toutes catégories confondues Honte à moi dêtre client chez vous et dêtre un tel pigeon Client Freebox delta depuis belle lurette, payer un abonnement à ce prix pour être traité comme un débile cest top",albondu,Alfred Bondurant,256400765,
1821241811127685558,2024-08-07 19:47:39 +02:00,"Mon amie à renvoyé la Freebox qui à été réceptionné le 11072024 au site de retour pour supprimer son abonnement Et Free continu de faire des prélèvements Va falloir que cela bouge, car cela devient insupportable Pouvez vous faire avancer le dossier",DanchesiJ,J Danchesi-Blancardi🇨🇵🔺🇮🇹🐢💡🛸👽👻,1346933580837003269,
1821245515675398576,2024-08-07 20:02:22 +02:00,Je vous aime bien mais j’ai passé la plupart de la journée sans connexion les gars,Cassalerecit,Cassa,1794282407304024065,1.8208297286153464e+18
1821248396742815913,2024-08-07 20:13:49 +02:00,"Moi chez pour accédé la chaine 37 cest only sabonner et pas à 29,99€ mais a 39,99€ du grand nimporte quoi",codutilityfr,Vinceultras,200487832,1.8212447604783555e+18
1821254684234936598,2024-08-07 20:38:48 +02:00,"près de 3 semaines sans internet, plus de 48h qu’un technicien est censé venir rdv le 508 à 15h jamais honoré 0 coup de fil on a appelé plus de trois fois vos services On nous promet qu’un responsable va nous rappeler depuis 24h et tjr rien",lu6ol92,Lu6ol,1483776459827257348,
1821296026839622142,2024-08-07 23:23:05 +02:00,où est ce quon reçoit le feuillet pour renvoyer la box quand on résilie,zole_la,LaZole,1200103458969444354,
1821302444367675776,2024-08-07 23:48:35 +02:00,À la rentrée je passe chez Orange après 17 ans chez vous,coeuramy,bad ous,299609692,1.8208297286153464e+18
1821308136642289679,2024-08-08 00:11:12 +02:00,"C’est quoi cette arnaque Pourquoi nous pouvons SEULEMENT passer à un abonnement box supérieur, mais pas à un abonnement inférieur Déjà que je suis contraint de passer chez vous car vous faites de la concurrence déloyale avec l’installation de la fibre dans mon immeuble",t_5502m,tom,1366030850257788930,
1821388193997955140,2024-08-08 05:29:19 +02:00,"Pareil histoire quasi similaire avec et impossible de résilier une option canal plus série qui me coûte 17€ par mois je deviens folle j’ai tout essayé , c’est vraiment des escroc d’autant que je regarde très peu la tv et jamais canal , si vous avez des solutions",sousoubarbara,Salvatrice_,521278850,1.8211685472229501e+18
1821424028734620159,2024-08-08 07:51:43 +02:00,tch,lauxksk,ʆ𝖆𝘂' 𓂀,1560545930633515010,
1821435911332118833,2024-08-08 08:38:56 +02:00,panne des services free depuis 2 jours Et silence complet C est inadmissible Qui peut répondre #serviceclientfreecatastrophisue,CHARRONVALERIE,VALERIE CHARRON,35850109,
1821436355282424188,2024-08-08 08:40:42 +02:00,Donc la ça fait une semaine quinternet ne fonctionne plus dans mon secteur Merci,LocoLorrain,Duc de Lorraine ⚜️,1581226979981926400,
1821448366405849572,2024-08-08 09:28:26 +02:00,bonjour j’ai besoin d’aide,gregsavoisien,Grégory ⭐️⭐️,917403024,
1821454992521273350,2024-08-08 09:54:45 +02:00,"Bonjour monsieur, je suis client depuis de nombreuses années chez vous pour ne pas dire toujours,je trouve déplorable de ne pas avoir une intervention dans la journée quand tout un lotissement est touché et que les autres fai fonctionnent",jonito59,john saada,555393321,1.8214508357101243e+18
1821474005993324978,2024-08-08 11:10:19 +02:00,Free peuvent ce venter quils sont les meilleursle matos oui Mais les services clients de la daube194 jours en panne et pas un geste commercial de faitdu coup bye bye Free 😂😂😂😂,roll6465,Rick'n'Roll,1485969221788049414,1.8208297286153464e+18
1821479504642007252,2024-08-08 11:32:10 +02:00,Fb stp,Goumoutch,Goumoutch 🇫🇷🇦🇱,1570130399333957632,1.8214793270761761e+18
1821479718673121649,2024-08-08 11:33:01 +02:00,"J’en ai déjà croisé plusieurs mais je ne croiserai plus de Freetelecommande Motif je viens de lancer la résiliation de mes 2 deux abonnements car ne permet pas de descendre en gamme un abonnement quand on en a plus le besoin, ce qui est le cas en double résidence",B_MEHADDI,Belkacem Mehaddi,1797990747708284928,1.8154054588759905e+18
1821480067106488828,2024-08-08 11:34:24 +02:00,"Bonjour, estil possible d’être rappelé où sommes nous obligé d’aller à la concurrence",carmelasopraano,carmela soprano,280577293,
1821485893435224226,2024-08-08 11:57:33 +02:00,"on parle de votre publicité mensongère au moment de la souscription fibre, on mannonce la prise en charge des frais de résiliation chez mon ancien opérateur je vous envoie les documents, prise en charge refusée au moins on sait où vous faites votre marge",GScoyk,Grace Van Scoyk,1159853080411889665,
1821486534459113533,2024-08-08 12:00:06 +02:00,Veux pas une messagerie je veux la fibre 3 ans qu on nous mène en bateau,Pol_Tergheist,PolTergeist,1346572442366595072,1.8214851940601736e+18
1821510749144903878,2024-08-08 13:36:19 +02:00,"Hey Mon collegue a des soucis de freebox, et vu que le numero lie a son compte est son fixe qui ne marche pas non plus du coup, il ne peut pas vous contacter Etant donne que son portable a un numero italien, il ne peut pas non le mettre dans le chat en ligne",girod_s,Sylvain,364177758,
1821512750947770450,2024-08-08 13:44:16 +02:00,Eh cc consulté une boîte mail de chez vous qui na pas migré sous zimbra cest un enfer,SamP1977,Sam P,457350347,
1821524574560800903,2024-08-08 14:31:15 +02:00,"Bonjour, estce quon peut annuler loption TV by canal sur une revolution",__Valie__,_Valie,270882661,
1821532430315995291,2024-08-08 15:02:28 +02:00,"Quand un opérateur te fait un écrasement de ta ligne à tort et que te répond que ça peut prendre jusqu’à 15 jours ouvrés alors que c’est censé être 7 jours max selon Impossible de stream, impossible de travailler",VinceCosa_,VinceCosa,1217817709318152193,
1821565436917317901,2024-08-08 17:13:37 +02:00,"Pour 49euro, tu dois tout renvoyer Répéteur, server et payer Et du coup le répéteur est changé aussi Cest compris dans les 49",Juste_Yanis,Yanis,1077307156909703169,1.8215637246263544e+18
1821567725380001850,2024-08-08 17:22:43 +02:00,c’est sérieux votre service client qui réponds pas,lorys_trolliet,🖕🏻,704813809618255872,
1821574469439341042,2024-08-08 17:49:31 +02:00,"Jai rien compris jai #Free 2 semaines sans internet, personne nest joignable, irrespect total des clients",an_conda,Anna Conda,838208960,
1821598044699144419,2024-08-08 19:23:12 +02:00,"Bonjour Quasiment deux semaines sans internet en raison dun incident collectif Le gardien de mon immeuble ma confirmé que les opérateurs concurrents sont venus rebrancher leurs clients Et de votre coté, personne nest en mesure de me dire quand quelquun viendra Je perds patience 😤",Liquidus00,Liquidus,471305784,
1821599084051906716,2024-08-08 19:27:19 +02:00,Hello cest quoi les délais de déploiement de la fibre chez vous Jai reçu un mail en avril 2022 minformant que la fibre free arrivait dans ma ville et jattend toujours 🤔,Flomniscient,Florent L'Omniscient,1201609921,
1821599247638151671,2024-08-08 19:27:58 +02:00,"par contre vos box internet qui passe plus de temps à bugger que moi a dormir, ça va 2 minutes",collinsimmer,:(:,2768686996,
1821599630036984171,2024-08-08 19:29:30 +02:00,bonjour il y a encore un bug sur le serveur SMTP,d2risto,gino bart,4243194502,
1821608031299498222,2024-08-08 20:02:53 +02:00,Pour ma fille 😘,an_conda,Anna Conda,838208960,1.821607852773192e+18
1821626409464295735,2024-08-08 21:15:54 +02:00,Merci aujourdhui je nai pas pu faire une grande partie de mon travail car vous appelez des techniciens faignant pour quon les ait un autre jour alors que jen avais besoin depuis 13h Merci beaucoup,totinium77,Thierry | Totinium,3145813257,
1821632193866899693,2024-08-08 21:38:53 +02:00,Tu paies un 🤬 dabonnement et ça marche pas Merci,SamCenation90,Cédric Druel 🗽,2228925793,
1821715022625587468,2024-08-09 03:08:01 +02:00,bon là ça commence à être long une semaine sans connexion,sayanbrk,mobE🇩🇿,1169943942483386373,
1821801751923572963,2024-08-09 08:52:39 +02:00,Sa marche pas ptn,ProfessorZmiT,Professor,1209510213759512576,1.821599630036984e+18
1821835952739975490,2024-08-09 11:08:33 +02:00,cest de la m Entre le remboursement que je dois mendier parce que je nai pas daccès pendant 1 semaine et la conseillère quand jappelle qui menvoie chier Et depuis impossible davoir quelquun Il est temps que ait la fibre chez moi,MxlleMacrelle,Béné Dicte,1622363856843558913,
1821858681866088680,2024-08-09 12:38:52 +02:00,pas une semaine sans que sa tombe en panne c de pite en pire surtous de puits que cette dalgériens de box ultra et sur le marché sa devient du grand n importe quoi j ai passé 2 ans à ne pas avoir de soucis et la depuit la sortis de cette box c une cata,jpaullest,Jean Paul,1709848649730048000,
1821893186769305610,2024-08-09 14:55:59 +02:00,pire service client,Anaaconda13,QueenA Ⓥ,3090005608,
1821906606889824277,2024-08-09 15:49:19 +02:00,"Bonjour, un montant supplémentaire ma été facturé ce moisci pour un abonnement Canal auquel je ne me suis pas inscrit Je nai reçu aucun email ni aucun avertissement à ce sujet Cest injuste et je devrais être remboursé",oleanbu,Vulalakiw,9049302,
1821920998716821760,2024-08-09 16:46:30 +02:00,Je suis depuis plusieurs années FREE pour Delta Ont peux aussi aller voir ailleurs si vous préférez,avatarjg,Avatarjg,2728948643,1.8218037231709064e+18
1821931628031046133,2024-08-09 17:28:44 +02:00,"Comment vous contacter Tout me renvoie vers mon menu assistance Freebox mais depuis mon déménagement, je nai aucun numéro de contact dedans ni accès à la moindre messagerie Jaimerai connaître les raisons de tels délais sur la mise en place de ma connexion Merci",Matveey2,Morgiane ✿,1366118232990613512,
1821931813612175742,2024-08-09 17:29:28 +02:00,ah bah ça va l’installation par le technicien merci c’est tellement énorme je vais bien pouvoir effectuer le gaming la,fouinybenji_,benji,1004065858623279107,
1821970252546416890,2024-08-09 20:02:13 +02:00,cest quand quon a une connexion qui marche,eoghanfeignass2,Eoghan 🦝,1600988671959859202,
1821976331099541925,2024-08-09 20:26:22 +02:00,pire opérateur c’est une honte leurs service client,Rem_LB,Myré,1157033731,
1821996764209279190,2024-08-09 21:47:34 +02:00,"en adsl chez vous, que faire quand free a bien déployé mon quartier mes voisins ont la fibre chez free je suis éligible fibre chez tout le monde Orange, bouygues, sfr, ovh mais pas chez vous mais que votre service client ne veut rien savoir le numero dˋattribution est certainement mal localisé mais ils ne veulent ni rechercher via mon adresse ni recupérer le numéro de point de livraison que j’ai à ma disposition Ça m’ennuierait de passer chez Orange juste parceque le service client ne veut pas perdre quelques minutes",spirionweb,Loïc,63534392,
1822000977953841397,2024-08-09 22:04:18 +02:00,"jai une erreur DASH 1124 qui vient de safficher, je ne peux plus mettre les chaines en plein écran, obigé de regarder dans la mosaique, merci pour votre aide",didi69220159758,di di,1650579290008739871,
1822014179592827271,2024-08-09 22:56:46 +02:00,"euh ça fait 3 jours on a pas de réseau dans TOUTE LA RUE , on peut ni téléphoner ni aller sur internet , vous aviez dit 72h on est a la 80e la c’est comment",davilha_,🖐🏾👩🏾🤚🏾,720008009968193536,
1822155620734091301,2024-08-10 08:18:48 +02:00,"12 Ça vous semble normal de faire payer un abonné alors quil ne peut pas accéder à vos services Jai déménagé le 6 août, le 8 août un de vos techniciens na pas été capable dinstaller la fibre à ma nouvelle adresse",brachior,Jérôme Pilliet,1866820400,
1822203005522870324,2024-08-10 11:27:06 +02:00,"Pour cela, il faudrait déjà que cela fonctionne 🤣 je nai plus internet depuis 24h, 3 conseillés qui me disent 3 choses différentes et de fausses informations vous avez peut être un avis",CharlneP6,Charlène P,1547197715590877185,1.8208297286153464e+18
1822211343799210023,2024-08-10 12:00:14 +02:00,Bonjour je dois résilier mon abonnement internet suite à une mutation et une installation dans un logement où il y a déjà internet Jai lu quune exonération des 49 euros de frais pouvait avoir lieu selon motif Lesquels et comment les faire valoir,Ceddup,Ceddup,249782092,
