tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
Jaurais bien voulu mais plus de Freebox Delta depuis 1 semaine donc pas de télétravail et pas de solution Je lâche plus de 100 € par mois à Free et jaime Mr Niel Musk mais la,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1827949643486933052,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une prise en charge prioritaire de votre problème. Nous sommes là pour vous aider !
Comment faire la demande de remboursement Cela presque 20 ans que ns sommes chez et première fois que la panne dure aussi longtemps et sans réponse de leur part,negatif,0.95,Facturation et Paiement,0.9,2,0.95,0.9324,1827957045108084920,"Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes là pour vous aider. Pour contester votre facture, contactez notre service client via le numéro 3244 ou par courrier. Veuillez préciser l'objet de votre contestation, les dates et les montants concernés. Nous vous répondrons dès que possible."
je viens de souscrire un contrat et je veux benéficier du droit de retractation Le 3244 ne me propose que de prendre un rdv dinstallation Pas mieux sur lespace client Comment puisje resilier je me suis trompé de residence lors de le souscription,negatif,0.95,Facturation et Paiement,0.9,1,0.8,0.8824,1828008976383922422,Nous sommes désolés pour votre incompréhension concernant votre facture. Nous vous invitons à nous contacter pour plus d'informations. Merci de nous joindre par courrier ou par téléphone.
Non seulement je suis harcelée tous les jours votre service de démarchage alors que j’ai déjà dit que je n’étais pas intéressée mais en plus vos conseillers ne sont pas professionnels et vous raccrochent au nez en pleine phrase,negatif,0.95,processus_sav,0.95,2,0.9,0.9324,1828012575985996127,"Nous sommes désolés pour votre incompréhension. Nous sommes là pour vous aider. Si vous avez des questions ou des problèmes, n'hésitez pas à nous contacter par DM pour une prise en charge prioritaire. Merci de votre patience."
Une horreur 😡😡,negatif,0.95,Pannes et Coupures,0.9,2,0.9,0.9158,1828013356231344569,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre assistance technique en envoyant un DM avec votre numéro de ligne ou votre identifiant Freebox. Nous serons heureux de vous aider.
une intervention est prévue à midi j’attends depuis 1h30,neutre,0.7,Pannes et Coupures,0.95,1,0.8,0.8158,1828032399302643990,"Nous sommes ravis de vous entendre ! Si vous rencontrez un problème avec votre service, n'hésitez pas à nous contacter via le numéro 3244. Nous serons heureux de vous aider !"
Par contre votre connections internet qui beug toutes les 20 minutes c’est normal,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1828058260663873669,"Nous sommes désolés de l'inconvenient que vous rencontrez. Pour résoudre votre problème, nous vous recommandons de contacter notre service client via le numéro 3244. Nous serons heureux de vous aider."
"Bonjour, je souhaites changer de forfait freebox et déménager, pourriez vous me téléphoner svp",neutre,0.6,Livraison,0.9,1,0.8,0.7659,1828110361700246005,Nous sommes désolé de l'inconvenient que vous rencontrez avec votre livraison. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème.
"Merci #FREE Grâce à vous, jai découvert de nouvelles activités regarder le vide et parler aux murs Qui a besoin de Netflix quand on a ça 😤🖼️ #Freebox",positif,0.95,Information,0.8,1,0.7,0.8159,1828113626084819312,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou un commentaire à partager, n'hesite pas à nous contacter. 😊 #service_client"
"Bonjour , Depuis plus d’une semaine ma freebox pop est bloqué à l’étape 3 enregistrement PON en cours",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1828115978783465670,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de nous contacter par DM pour analyser votre dossier et proposer une solution. Nous sommes là pour vous aider.
impossible de vous connecter … problème avec internet et la box … pouvez vous nous contacter merci c’est inadmissible ce service …,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828136669536755920,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de contacter notre service clientèle pour enquêter sur votre problème. Veuillez nous joindre au 3244 pour une prise en charge prioritaire. Merci d'avance de votre compréhension.
"panne fibre depuis plus de 4 heures, assistance sur disque en boucle, impossible denvoyer un message Trois semaines dabonnement 2 pannes, voisins avec Orange pas de problème",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828149894374400427,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service clientèle via le numéro 3244 pour une prise en charge prioritaire. Merci de nous fournir plus de détails via DM. Nous sommes là pour vous aider.
c’est la pire connexion au monde rien d’autre à dire,negatif,1.0,Pannes et Coupures,0.95,2,0.95,0.9657,1828158141508526202,Nous sommes désolés pour les problèmes rencontrés. Nous vous invitons à contacter notre service client via le numéro 3244 pour une assistance rapide et efficace. Nous sommes là pour vous aider. Merci de nous faire confiance.
"j’ai les larmes aux yeux seigneur c’est tellement une dinguerie, le wifi marche pas tjrs ma 4g ne marche qu’à certain endroit de mon lit alors que je suis dans ma maison aurez mon sang sur les mains #auboutdurouleau #etdelacordeimo",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1828193132728455448,Nous sommes désolés pour le problème rencontré. Nous vous recommandons de nous contacter par DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous aider.
"Bon anniversaire a lui , mais cest quoi ces changements on ne peut plus avoir personne alors quand janvier jai eu une personne en 5 minutes qui a tout réglé",neutre,0.6,Information,0.7,0,0.1,0.4662,1828350186482958578,"Nous sommes ravi de vous entendre ! Pour toute information sur votre abonnement ou service, n'hésitez pas à contacter notre service clientèle en appelant au numéro 3244. Nous sommes là pour vous aider !"
Suite à un impact foudre ma mère de 85 ans est privée de téléphone et internet depuis début août Nous arrivons enfin à avoir un rendez vous technicien Et personne ne vient Excuses de votre part Autre rendez vous et même chose personne 😡😡😡,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828355905001299977,Nous sommes désolés pour votre inconvénient. Nous vous invitons à contacter notre assistance technique en envoyant un DM avec votre numéro de ligne Freebox/Mobile. Nous vous prions de nous excuser pour les pannes et coupures. Nous sommes là pour vous aider.
"bonjour, est il possible d’avoir des renseignements sur les offres canal plus avec la freebox ultra Je souhaiterais avec les tarifs exactes de l’abonnement canal plus sport, et si cela m’engage avec canal",neutre,0.5,Information,0.9,0,0.1,0.4995,1828393523797749840,"Bonjour ! Nous sommes heureux de vous entendre. Vous pouvez contacter notre service client à 3244 pour toute question sur votre Freebox/Mobile. Si vous avez une contestation de facture, n'hésitez pas à nous en faire part. Nous sommes là pour vous aider."
"quand une tourne dans le vide et ne fournit plus rien depuis 3 semaines, que le service téléphonique est constitué de bots inutiles et quon a toujours pas de réponse on fait comment sachant quon paye dans le vide",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828411194987725282,Nous sommes désolés pour le mal-en-route que vous rencontrez. Nous avons priorité à votre satisfaction. Veuillez nous contacter par DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
est venu récupérer les indélicatesses du technicien Merci beaucoup ☺️,positif,0.95,Livraison,0.9,0,0.1,0.6493,1828416399129088198,"Merci pour ton retour, nous sommes ravis de te voir satisfait(e) avec notre service ! Si tu as des questions supplémentaires, n'hesite pas à nous contacter. 😊 #service_client"
"bonjour, jai effectué la résiliation de mon abonnement internet et renvoyer le matériel mais nai pas eu confirmation de réception Pouvezvous me dire ce quil en est",negatif,0.95,Livraison,0.95,1,0.8,0.8991,1828442760145199303,Nous sommes désolés de l'expérience que vous avez vécue avec votre livraison. Nous vous proposons de vous aider pour résoudre ce problème. Veuillez nous contacter par DM avec vos détails de commande pour que nous puissions vous aider de la meilleure façon possible. Nous sommes là pour vous.
"Depuis hier y a plus de wifi chez moi, ça reste bloqué à létape 2 Ça commence à être long",negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1828455463861563469,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter via le numéro 3244 pour une assistance rapide en matière de pannes et coupures. Nous serons heureux de vous aider !
"Voilà le service Un tech me fait poser une journée pour installer la fibre chez moi Il passe le 14 juin pour tirer un câble dans un fourreau neuf dans ma rue, il est midi M reste 5min et me dit quon va me recontacter parce quil ny arrive pas Aucun rappel",negatif,0.95,Fibre optique,0.9,1,0.7,0.8491,1828462518362116237,Nous sommes désolés de l'expérience que vous avez vécue avec votre débit Internet. Nous allons vérifier votre ligne pour vous assurer que tout fonctionne correctement. Veuillez nous contacter par DM pour fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
"un de vos responsables doit me rappeler, j’ai pas de nouvelles pendant 3 semaines et vous me balancez une société de recouvrement pour 60 balles Vous avez pété un plomb",negatif,0.95,processus_sav,0.95,2,0.95,0.9491,1828468099101716517,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème de processus SAV. Nous serons heureux de vous fournir un numéro de contact pour vous aider plus rapidement.
"ma free box ne fonctionne pas depuis ce midi Personne répond, payer 50 euro par mois euh c pas normal",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828476130086547507,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre service clientèle par téléphone au 3244 pour une prise en charge prioritaire de votre problème. Nous sommes là pour vous aider.
"Depuis ce matin g plus de télé, plus de ligne fixe et plus de wifi if I catch u… FREE IF I CATCH U",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1828483885539393692,Nous sommes désolés pour l'expérience que vous avez vécue. Nous vous proposons de contacter notre service client par téléphone au 3244 pour enquêter sur votre problème. Nous sommes là pour vous aider. Merci de nous contacter rapidement par DM pour que nous puissions vous aider le plus rapidement possible.
"plus de wifi, de télé etc… Box bloqué sur étape 2 au Havre et pas de technicien dispo avant le 3 septembre c’est une blague Donc demain je vais chez un concurrent",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828492665018614138,Nous sommes désolés pour le problème que vous rencontrez. Nous vous proposons de vous aider par le biais de notre service client. Veuillez nous contacter au 3244 pour que nous puissions vous aider le plus rapidement possible. Nous sommes là pour vous.
bonjour j’ai un problème pouvezvous me MP,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1828495471394066660,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour analyser votre dossier et vous proposer une solution. Nous sommes là pour vous aider.
Bonjour Le backup internet 4G sur la Freebox ultra fonctionne si on est en mode bridge,positif,0.85,Pannes et Coupures,0.9,1,0.7,0.8159,1828579696692305955,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as des questions ou des problèmes, n'hésite pas à nous contacter par DM pour que nous puissions te les répondre. 💬"
On se plaint des sites de streaming qui abusent de ouf mais parlons aussi deux secondes des abonnements aux box Je paye 45€mois et ditesmoi pourquoi je vois de plus en plus de chaînes auxquelles il faut sabonner Des chaînes qui étaient en clair avant en plus,negatif,0.95,Facturation et Paiement,0.9,1,0.7,0.8491,1828601285177692457,Nous sommes désolé de l'inconvénient rencontré avec votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour discuter de l'objet de votre contestation. Nous sommes là pour vous aider.
Bonjour estce que cest possible de retirer les paramètres bloquant qui empêchent vos utilisateurs daccéder au site Merci,neutre,0.5,Information,0.8,1,0.8,0.6993,1828699376992014546,"Bonjour ! Nous sommes ravi de vous entendre. Pour plus d'informations sur nos numéros officiels, merci de consulter notre FAQ. Nous sommes là pour vous aider. 💬🔍 #service_client"
"depuis le 30 juillet que j’ai pris un abonnement de la boxe chez Free, la box n’a toujours pas été livrée, aucun technicien ne m’a contacté et personne n’est en mesure de dire quoique ce soit a mis la clé à la porte",negatif,0.95,Livraison,0.95,2,0.9,0.9324,1828703612857438600,"Nous sommes désolés de l'expérience que vous avez vécue avec votre livraison. Nous vous remercions de nous en avoir informé. Pour une prise en charge prioritaire, veuillez nous contacter par DM avec vos informations de compte. Nous sommes là pour vous aider."
"Bonjour je suis censée être fibrée chez vous depuis un an maintenant, comment expliquez vous ces résultats Connexion totalement instable depuis 4 jours chez bon nombre de vos clients, latence injouable, une connaissance à moi appelle depuis 3 mois sans réponse",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1828717164028727299,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une prise en charge prioritaire de votre problème. Nous sommes là pour vous aider.
suite à l incompétence des équipes que j’ai eu au téléphone je me permet de vous écrire ici Ma connections ethernet est bridé à 100mos alors que le wifi atteint 750 mb par seconde étant équipé de cat6 en câble et cat7 pour les câble dans les mur je trouve ça bizarre,negatif,0.95,Pannes et Coupures,0.9,2,0.9,0.9158,1828732173119046111,Nous sommes désolés pour le problème rencontré. Nous vous recommandons de contacter notre service client en ligne pour une prise en charge prioritaire. Veuillez nous envoyer un DM avec vos informations pour que nous puissions vous aider le plus rapidement possible.
"vous trouvez ça normal que quand vos clients paient leur forfait, et qu’un pb de connexion intervient Aucune solution expresse ne soit trouvée pour eux",negatif,0.95,Facturation et Paiement,0.95,2,0.9,0.9324,1828754714378502344,Nous sommes désolés de l'inconvenient rencontré avec votre facture. Nous vous proposons de vous contacter pour en étudier les détails. Veuillez nous joindre par DM pour nous fournir les informations nécessaires. Nous nous engageons à vous répondre dans les plus brefs délais.
"Bonjour, c’est combien vos frais de mise en service, je vais quitter trop chère 🤦‍♂️",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1828755594955915425,"Nous sommes désolés pour l'inconvenient que vous avez rencontré avec votre facture. Nous sommes prêts à vous aider. Merci de nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants. Nous vous répondrons dès que possible."
une explication ou on se désabonne,negatif,0.9,Pannes et Coupures,0.9,0,0.0,0.5994,1828756819172618407,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour obtenir une aide sur vos problèmes de pannes et coupures. Nous sommes là pour vous aider.
"Coucou c’est quand que vous rallumez la machine Sérieusement là En rade depuis ce matin, vous allez me décomptez ça du montant l’abonnement",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1828764142343242163,Nous sommes désolés pour votre inconvénient. Nous vous proposons de vous contacter par le numéro 3244 pour vous aider à résoudre votre problème de pannes et coupures. Nous sommes là pour vous aider !
"🔥 Forfait Appels SMS MMS illimités 220 Go en 5G 9,99€ par mois 👇 ➡️ ⬅️",positif,0.95,Information,0.95,0,0.1,0.666,1828782078051438945,"Merci pour ton retour, c'est très apprécié ! Nous sommes heureux de te pouvoir servir. Si tu as des questions ou des suggestions, n'hesite pas à nous en faire part. 😊 #service_client"
c’est n’importe quoi depuis quelque jours votre connexion wifi et 4g ça fait que bug,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1828812316281811356,Nous sommes désolés de l'inconvenient que vous rencontrez. Nous vous recommandons de contacter notre service clientèle par téléphone au 3244 pour une assistance rapide en matière de pannes et coupures. Nous sommes là pour vous aider.
"à qui on peut sadresser si on a des problèmes de wifi depuis plus de 2 semaines, le 3244 aide pas jai limpression",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1828814583798399441,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous.
Salut quand estce que je pourrai demander léchange de mon répéteur WiFi 5 par un WiFi 7 Ce nest toujours pas dispo sur mon interface 😡🤬😡🤬😡 Merci,negatif,0.95,Livraison,0.9,1,0.8,0.8824,1828827191943254260,"Nous sommes désolés pour votre expérience avec la livraison. Nous vous remercions de nous en avoir informé. Pour résoudre ce problème, nous vous recommandons de nous contacter par DM pour analyser votre dossier. Nous sommes là pour vous aider. #service_client #livraison"
Pareil depuis le 23 août c’est lamentable,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1828836570339877179,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous contacter par DM pour vous aider à résoudre votre problème. Veuillez nous donner vos coordonnées pour que nous puissions vous appeler sur le numéro 3244. Nous sommes là pour vous aider.
"Jappel le service free pour une panne depuis ce matin 08h00, nous avons ouvert un ticket Aucun dédommagement, je nai plus aucun service super free Je vais prendre la fibre chez un concurrent du coup 😑",negatif,0.95,Pannes et Coupures,1.0,2,0.95,0.9657,1828840136630775970,Nous sommes désolés pour l'inconvenient que vous avez rencontré. Nous vous recommandons de contacter notre service clientèle via le numéro 3244 pour obtenir une assistance rapide. Nous sommes là pour vous aider.
Qln chez free a déjà été bloqué à l’étape 3c « signal fibre PON détecté » avec la Freebox Ultra Svp,negatif,0.95,Fibre optique,0.9,1,0.8,0.8824,1828847742359412770,Nous sommes désolés pour votre inconvénient. Nous sommes prêts à vous aider avec vos problèmes de fibre optique. Veuillez nous contacter par DM pour analyser votre dossier.
on peut dm svp,neutre,0.7,Information,0.8,0,0.0,0.4995,1828855013680021954,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des informations à partager, n'hésitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous sommes là pour vous aider !"
"Moi on a fait une demande, à voir mtn",neutre,0.6,Livraison,0.9,1,0.7,0.7326,1828856262215291346,"Nous sommes ravis de vous entendre sur notre canal Twitter ! Si vous avez des questions ou des problèmes concernant votre livraison, ne hesitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider."
Thank you It was a pleasure to play for you,positif,0.95,Information,0.9,0,0.0,0.616,1828865679979676122,"Merci pour ton retour, nous sommes ravis de te voir ! Si tu as une question ou si tu souhaites partager quelque chose, n'hesite pas à nous contacter. 😊"
Jusquà présent vous arriviez très bien a faire la différence entre nos deux comptes et maintenant que je souhaite résilier vous mélangez tout,neutre,0.6,Facturation et Paiement,0.9,1,0.7,0.7326,1828874676556210666,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des contestations sur votre facture, n'hésitez pas à nous contacter par téléphone ou courrier. Veuillez nous préciser l'objet de votre contestation, les dates et les montants concernés. Nous sommes là pour vous aider !"
La vitesse est catastrophique mais surtout là jai une connexion très instable depuis 4 jours Si ça ne se règle pas dici tôt jappelle et je gueule fort parce que jai un tournoi bientôt et je ne peux pas jouer en ayant 3 secondes de retard sur tout le lobby,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1828880620958740991,"Nous sommes désolés pour votre inconvénient. Si c'est une question de débit internet ou de panne fibre, nous allons vérifier la situation. Veuillez nous contacter par DM pour fournir plus de détails. Sinon, n'hésitez pas à nous contacter par téléphone sur le numéro 3244. Nous sommes là pour vous aider."
Encore et encore un bug de la #freebox ultrea Bloqué a l’etape 6 Merci free pour un service médiocre au fur et a mesure que je suis chez vous je sais pas si d’autre sont concernés encore cette fois ci,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1828927502946902179,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par le numéro 3244 pour obtenir de l'assistance sur votre Freebox/Mobile. Nous serons heureux de vous aider.
La même avec la Mini 4k,positif,0.85,Pannes et Coupures,0.9,1,0.7,0.8159,1828931178717462567,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou un problème, n'hésite pas à nous contacter via le numéro 3244. Nous sommes là pour t'aider ! 😊"
Même problème pour moi depuis 50 min la#freebox 😔,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1828935532790866019,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous contacter par DM pour vous aider à résoudre ce problème. Merci de nous fournir plus de détails sur votre situation.
nan,neutre,0.5,Pannes et Coupures,0.9,0,0.0,0.4662,1829007395697115549,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des problèmes, n'hésitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider."
"Après des années de foutage de gueule chez Orange, j’ai résilié pour la fibre Ça a marché 6 jours avant de planter Depuis, impossible d’avoir un rdv avec un technicien, vos mecs s’en tapent royalement Suis deg 🤬",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829060594898530606,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre équipe d'assistance technique en envoyant un DM avec votre numéro de ligne Freebox/Mobile. Nous nous engageons à vous aider le plus rapidement possible.
"Par contre pas bénef de bloquer les lignes encore et encore, en faisant croire qu’en payant ça s’arrange J’avais une bonne image de free, ça change, dommage 👋👋",negatif,0.9,Facturation et Paiement,0.9,2,0.9,0.8991,1829087867055858014,"Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes à votre disposition pour vous aider. Veuillez nous contacter par DM avec les détails de votre contestation (objet, dates et montants). Nous vous répondrons dans les plus brefs délais."
Il reste autant de places pour l’Olympia que de cheveux sur mon crâne,negatif,0.95,Information,0.9,0,0.0,0.616,1829094209053171910,Nous sommes désolés de l'inconvenient que vous avez rencontré. Nous vous invitons à nous contacter par téléphone au 3244 pour obtenir de l'aide sur votre problème. Nous sommes là pour vous aider.
Allez il serait tant de régler vos connexions les débiles tfaçon je vais résilier mon contrat chez vous,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1829101060352348489,"Nous sommes désolés de l'expérience que vous avez vécue. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 1)"
Moi jsuis chez free un coup sur 2 je capte mas,neutre,0.5,Pannes et Coupures,0.9,1,0.7,0.6993,1829105068836053153,"Nous sommes désolé de l'inconvenient rencontré. Pour obtenir une aide rapide, veuillez nous contacter via le numéro 3244. Nous serons heureux de vous aider."
seraitil possible darrêter de nous prendre pour des cons Cela dure depuis le 9 août soit à ce jour 20 jours sans internet mais vous prélevez largent sur mon compte,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829122911908585480,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre assistance technique en envoyant un DM avec votre numéro de ligne. Nous serons heureux de vous aider.
"mon contrat stipule que le montant de mon abonnement mensuel est de 17,90€ Voilà ce que vous me facturez Je vais rendre fort",neutre,0.5,Facturation et Paiement,1.0,0,0.0,0.4995,1829204615486943629,"Nous sommes heureux de vous entendre. Si vous avez des questions ou des contestations concernant votre facture, n'hésitez pas à nous contacter par téléphone ou courrier. Merci de préciser l'objet de votre contestation, les dates et les montants concernés. Nous serons heureux de vous aider."
Quand vous voulez pour régler ce putain de problème je peux pas jouer,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1829220089436016689,Nous sommes désolés pour les difficultés que vous rencontrez. Nous vous recommandons de nous contacter par DM pour analyser votre dossier. N'hésitez pas à nous fournir le numéro de votre ligne et votre identifiant.
des soucis de réseaux depuis 2 jours zone Paris 17e Ça lagsans arrêt pour la tele,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1829220440964759981,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre assistance technique en envoyant un DM avec votre numéro de ligne Freebox/Mobile. Nous serons heureux de vous aider.
bonjour j’ai un souci depuis que votre technicien est venue ce matin mon antenne ne fonctionne plus et je n’arrive pas à vous joindre par téléphone,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829224044341932458,Nous sommes désolés pour votre inconvénient. Nous vous proposons de vous contacter par DM pour vous aider à résoudre votre problème. Veuillez nous fournir vos informations pour que nous puissions vous aider le plus rapidement possible.
Alerte info FREE ou la pire assistance existante…,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1829227413051519045,Nous sommes désolés pour l'incident que vous rencontrez. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous aider.
pas de télé Pas dinternet et impossible de vous avoir par téléphone,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829230892239466737,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre service client via le numéro 3244 pour obtenir une aide rapide et efficace. Nous sommes là pour vous aider.
"Bonjour ça fait 22j que tout mon immeuble na plus de connexion suite à une intervention de vos techniciens qui ont tout cassé, cest complètement inadmissible",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829263466433245471,Nous sommes désolés pour l'expérience décevante que vous avez vécue. Nous vous recommandons de contacter notre service clientèle par téléphone à 3244 pour obtenir une assistance rapide et efficace. Nous sommes là pour vous aider !
"33270125707 33270482946 33270482948 33270124619 33270121943 33270121478 Etc , ta pas limpression de me harceler Cest pas en me harcelant, que je souscrire chez toi au contraire Arrêté sinon je fais un attentat dans tes boutiques Free mobile #harcelement",positif,0.85,processus_sav,0.95,1,0.8,0.8658,1829434450066673773,"Merci pour ton retour, c'est très apprécié ! Nous sommes heureux de te voir engagé dans notre communauté. Si tu as besoin d'aide supplémentaire, n'hesite pas à nous contacter via DM. 😊"
"j’attends un mois pour qu’on puisse me remettre internet, votre technicien viens « fait les branchements » et rien ne fonctionne, me dis que le gars qui s’occupe du signal est en vacances, impossible de vous joindre au téléphone également, vous vous foutez de moi",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829439444648104424,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de contacter notre service clientèle pour vous aider à résoudre ce problème. Veuillez nous joindre par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider.
bonjour jaurai besoin quun technicien me rappelle pour une demande de report de rdv svp,neutre,0.6,Livraison,0.9,1,0.7,0.7326,1829467682091020790,"Nous sommes désolé de l'inconvenient rencontré avec votre livraison. Nous vous remercions de nous en avoir informé. Pour enquêter sur votre dossier, nous vous invitons à nous contacter par DM avec votre numéro de compte Free. Nous nous engageons à vous fournir une réponse dans les plus brefs délais."
"Bonjour c’était pour savoir quand estce que le problème de connexion dans le village de fontenailles 77370 sera réglé, ça fait plus d’une semaine que c’est impossible d’avoir de la connexion Et impossible d’avoir un conseiller au téléphone",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1829482576739811528,Nous sommes désolés de l'inconvénient rencontré. Nous vous recommandons de contacter notre service clientèle à 3244 pour une prise en charge prioritaire. Veuillez nous transmettre vos informations par DM pour une réponse plus rapide. Nous sommes là pour vous aider.
"Jen fais lexpérience Que doisje faire Jai redémarré plusieurs fois, mais cela ne fonctionne pas",negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1829483255218778485,"Nous sommes désolés pour votre inconvenient actuel. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1)"
"Comment je vois tout le monde sur #StarWarsOutlaws alors que j’ai l’early access drops Twitch mais je suis encore en vacances à l’île Maurice — Hâte de reprendre dès que je rentre enfin, papa arrête pas de me sms car saute, j’espère pouvoir streamer vite",neutre,0.5,Information,0.1,1,0.7,0.4329,1829491680627802623,"Nous sommes ravis de vous entendre ! Pour toute question sur votre facture, merci de nous contacter par téléphone ou courrier en précisant l'objet de la contestation, les dates et les montants concernés. N'hésitez pas à nous envoyer un DM pour plus d'informations."
"J’ai souscrit à une offre box fin Juin, depuis c’est l’horreur… Toujours pas internet au bout de 30jours, aucune solution de rechange J’arrête mon abonnement et je renvoie la box m’a facturé 300€ de frais d’annulation et de box 🤬🤬🤬🤬🤬🤬🤬🤬 SAV de clown",negatif,0.99,Facturation et Paiement,0.95,2,0.95,0.9624,1829522962287837315,"Nous sommes désolés de l'incommodité que vous rencontrez avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants. Nous vous répondrons dès que possible."
