index,id,screen_name,categorie,issues,extrait
1400,1828081903397711900,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Kevin_Angama La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vou..."
1401,1828082195384176690,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FabienBouns La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous..."
1402,1828082965076738245,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@iHassanCann La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous..."
1403,1828083241321943103,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Haabzeinberg La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute..."
1404,1828083539734114496,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Alex_Lansky La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
1405,1828083925295497477,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@b_mtnd La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute deman..."
1406,1828084220863951109,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@autocarParisien La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour to..."
1407,1828088264525242498,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LeJohJoh La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute dem..."
1408,1828088670638817641,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@nouzretteu La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous ..."
1409,1828088726829854935,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ke_drzz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute dema..."
1410,1828089350761934999,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@david_ducrocq62 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-..."
1421,1828409023428735181,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LaurentCREPET La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nRetrouvez-m..."
1424,1828426921182384466,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Frenchy_Mars La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute d..."
1425,1828427316172652725,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FranckScuotto La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute ..."
1426,1828429396639617230,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BerettaOfficiel La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour tout..."
1427,1828431127528235313,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_Cizik_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute demand..."
1428,1828431973695496593,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@RequenaRenaud La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute ..."
1429,1828432527465332827,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Aria7Eyes La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute dema..."
1430,1828432649033076805,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@zzenei La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute demande..."
1446,1828738620481581305,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@QMeriaux La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi..."
1447,1828750447235989584,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ceddup La messagerie privée X n’est plus disponible, et nous en sommes désolés Ceddup\n\nRetrouvez-..."
1468,1829052131917054298,Freebox,Message automatique Freebox,Réponse automatique répétitive,@_aurorem La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenge...
1469,1829053020182577243,Freebox,Message automatique Freebox,Réponse automatique répétitive,@acasado_chan La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Mess...
1470,1829053042211057983,Freebox,Message automatique Freebox,Réponse automatique répétitive,@tad_ar_vro La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1471,1829053422085026100,Freebox,Message automatique Freebox,Réponse automatique répétitive,@SaulGoodBetter La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorit...
1472,1829053858061967380,Freebox,Message automatique Freebox,Réponse automatique répétitive,@AD_Mlt_ La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1473,1829054208512872876,Freebox,Message automatique Freebox,Réponse automatique répétitive,@HRT4TTCK La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via ...
1474,1829054694695620675,Freebox,Message automatique Freebox,Réponse automatique répétitive,@ArkaneFr La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via ...
1475,1829054898870026401,Freebox,Message automatique Freebox,Réponse automatique répétitive,@YSamarati La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1476,1829055101467599262,Freebox,Message automatique Freebox,Réponse automatique répétitive,@__si_mon La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenge...
1477,1829055998943789086,Freebox,Message automatique Freebox,Réponse automatique répétitive,@incognitoo273 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Mes...
1478,1829056076756529613,Freebox,Message automatique Freebox,Réponse automatique répétitive,@thunder5962 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité v...
1479,1829056728031166606,Freebox,Message automatique Freebox,Réponse automatique répétitive,@rohel65 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenger...
1480,1829057856148050349,Freebox,Message automatique Freebox,Réponse automatique répétitive,@DaveForgis La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1481,1829058096867541253,Freebox,Message automatique Freebox,Réponse automatique répétitive,@HipiasPSYfr La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messe...
1482,1829058561978048754,Freebox,Message automatique Freebox,Réponse automatique répétitive,@leane_202 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1483,1829059412209635425,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Ryou00212 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1484,1829060345027031452,Freebox,Message automatique Freebox,Réponse automatique répétitive,@jesappellevoldy La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via M...
1486,1829060671440408972,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Shye_TF La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1487,1829061462297321536,Freebox,Message automatique Freebox,Réponse automatique répétitive,@seblavie94 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1488,1829063747450642871,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Brkwst94 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via ...
1489,1829064549774864395,Freebox,Message automatique Freebox,Réponse automatique répétitive,@FleyoTv La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenger...
1490,1829064896668901676,Freebox,Message automatique Freebox,Réponse automatique répétitive,@RFswiss La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1491,1829065490179690617,Freebox,Message automatique Freebox,Réponse automatique répétitive,@THeimano La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenge...
1492,1829065910394527879,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Nalalana13 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messen...
1493,1829066606305059050,Freebox,Message automatique Freebox,Réponse automatique répétitive,@lexxodj La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenger...
1495,1829067820065317129,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Martinjj62 Je suis navré de la gêne occasionnée par ces appels Martinjj62.\nAfin de pouvoir faire l...
1496,1829068037338669175,Freebox,Message automatique Freebox,Réponse automatique répétitive,@MrCapitano1 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité v...
1497,1829069347840463028,Freebox,Message automatique Freebox,Réponse automatique répétitive,@user_xYzz La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1498,1829070368662806639,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Grecipon1 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1499,1829072517136257134,Freebox,Message automatique Freebox,Réponse automatique répétitive,@elo_lpz La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1500,1829073667268988987,Freebox,Message automatique Freebox,Réponse automatique répétitive,@karitex75 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via...
1501,1829073743655645583,Freebox,Message automatique Freebox,Réponse automatique répétitive,@EmiliaMala47827 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via M...
1502,1829076099692667359,Freebox,Message automatique Freebox,Réponse automatique répétitive,@durant6901 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1503,1829077772502704306,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Kisuuuuuuuuke La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité...
1504,1829077822733738385,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Twibault La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenge...
1505,1829078705886404999,Freebox,Message automatique Freebox,Réponse automatique répétitive,@LeD0ck_ La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1506,1829079524719337495,Freebox,Message automatique Freebox,Réponse automatique répétitive,@MiniSuzyQ64 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité v...
1507,1829079818522021909,Freebox,Message automatique Freebox,Réponse automatique répétitive,@anthonybertiaux La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via M...
1508,1829080460086984805,Freebox,Message automatique Freebox,Réponse automatique répétitive,@yohann_sah La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messen...
1509,1829081047457239500,Freebox,Message automatique Freebox,Réponse automatique répétitive,@mickaigle La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1510,1829081468691165551,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Janelassia La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messen...
1511,1829081607187181822,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Neeneliyah La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messen...
1524,1829414504867733782,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@rebeca_nsuka La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1525,1829414941872255083,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@perso_nono La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1526,1829415277278212108,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KatsukiSet La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1527,1829415750987047358,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@floflo530 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1528,1829415983028519356,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Benilebarge La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
1529,1829416369374339450,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Laury_bro971 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1530,1829416966810910723,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ptnjaimelavie La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1531,1829417084217933908,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Juliek77531286 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
1532,1829417354058428470,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@jaad_soo La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1533,1829417858780066183,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AlbanStramare La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1534,1829418069711561178,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@nico_poir La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1535,1829418406069637581,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Michel2laude La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1536,1829419182804320518,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@79snce La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
1537,1829420484288467022,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_Zepioz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
1538,1829422644850049212,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HugoStg10 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1539,1829423209457778800,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@iscoshow La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1540,1829423626094788691,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@TflgPete La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1541,1829424510304444779,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@TflgPete La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1542,1829425136996348400,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KhaledNooraully La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
1543,1829426721591841007,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Fabdesrosiers La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1544,1829427127717961905,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@inspecteurcrou1 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
1545,1829427371541135498,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Antoine_Oxi La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
1546,1829427961994350931,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@natation78 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1547,1829428804084740521,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@humain_canin La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1548,1829430030545338510,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HHhannibaLL La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
1549,1829431722322137250,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ptnjaimelavie La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1550,1829432722898530305,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Cmti_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, j..."
1551,1829433016118079761,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@hervedecampos La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1552,1829433308159037633,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Baptiste_RLC95 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
1553,1829433516750196938,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@welofn La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin, ..."
1554,1829433699860955473,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_BellatorDei_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1556,1829435098409611575,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@socallthemlarry La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
1557,1829436094082932743,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Johanalyse La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1558,1829436797421502510,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mickyrouen La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1583,1830474345170268294,BusyspiderFr,Spam/Promotion,Spam ou promotion non pertinente,MAJ avec refonte total du tuto🕷️ Rattachement Player Devialet. Migration depuis le nouvel abonnement...
1591,1830592037495652500,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@dogue_allemand La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nJe vous..."
1592,1830593058838065337,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@thirty4seventy5 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nJe vou..."
1593,1830593494215246035,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BruceWayne055 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Mes...
1594,1830593819424776525,Freebox,Message automatique Freebox,Réponse automatique répétitive,@_akihirox_ La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messen...
1595,1830594377573380591,Freebox,Message automatique Freebox,Réponse automatique répétitive,@TOOooORIST La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1596,1830595221689635310,Freebox,Message automatique Freebox,Réponse automatique répétitive,@ArenaFNN La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messenge...
1597,1830596503276073077,Freebox,Message automatique Freebox,Réponse automatique répétitive,@___brainz___ La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Mess...
1599,1830596771061301531,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Caroline_Cts Je suis navré de la gêne occasionnée par ces appels Caroline_Cts.\nAfin de pouvoir fai...
1600,1830597100180042056,Freebox,Message automatique Freebox,Réponse automatique répétitive,@YCasting9494 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité ...
1601,1830597144517947572,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Tiffanylecadie1 La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via M...
1602,1830601169766428909,Freebox,Message automatique Freebox,Réponse automatique répétitive,@DamienGt2 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via...
1603,1830601467037642961,Freebox,Message automatique Freebox,Réponse automatique répétitive,@nymph3aa_ La messagerie X n’est plus disponible. Mais je vous propose de nous contacter via Messeng...
1604,1830605412145545491,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Jean_Aiplinle La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité...
1605,1830608230445203926,Freebox,Message automatique Freebox,Réponse automatique répétitive,@EllaVerite La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1606,1830608410795983346,Freebox,Message automatique Freebox,Réponse automatique répétitive,@priscil28921554 @free La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en ...
1607,1830608989278650713,Freebox,Message automatique Freebox,Réponse automatique répétitive,@rbdx45 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via Me...
1608,1830611195520253965,Freebox,Message automatique Freebox,Réponse automatique répétitive,@julian_m83 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1609,1830611556192637266,Freebox,Message automatique Freebox,Réponse automatique répétitive,@safhoa La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via Me...
1610,1830612277159977447,Freebox,Message automatique Freebox,Réponse automatique répétitive,@loutox__ La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via ...
1611,1830613775398924289,Freebox,Message automatique Freebox,Réponse automatique répétitive,@mangiprint La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1612,1830615023439220857,Freebox,Message automatique Freebox,Réponse automatique répétitive,@69_sben La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via M...
1613,1830616307022053720,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Vallily09 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via...
1614,1830617546048856098,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Lasdepik_ La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via...
1615,1830618007950741880,Freebox,Message automatique Freebox,Réponse automatique répétitive,@lapinouu66 La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité vi...
1616,1830618344338157618,Freebox,Message automatique Freebox,Réponse automatique répétitive,@_Sukeshi La messagerie X n’est plus disponible.\nJe vous propose de nous contacter en priorité via ...
1646,1830931554853392626,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@i_m_ella La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1647,1830931832981926265,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@RiriBestWaifu La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1648,1830932785286017368,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@VizcaDom La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1649,1830933029813907654,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@i_m_ella La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1650,1830933694321733899,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@CouscousHybride La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de..."
1651,1830934287324942638,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@claara_lgr La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1652,1830934920128065763,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@aloco_poulet La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1653,1830935776084848823,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@vanessa_leroy La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1654,1830935952870502908,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Onesso_off La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de beso..."
1655,1830936885675373050,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@CecileSain5269 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
1657,1830938178980577573,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Leyila_2 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1658,1830938533323812913,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@moonakaas La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1659,1830938862702534909,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HForaux La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
1660,1830939044353622232,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_MarieAn La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1661,1830939257214480424,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@oussdzzz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1662,1830939473707671917,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MMazingue La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1663,1830939666020704687,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@raulfos1 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1664,1830940554869313932,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@flotraveller La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1665,1830940826647527592,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KROKKERZ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin..."
1666,1830941577637687586,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Neph_city_girl La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
1667,1830941780272902536,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Benjamin2BR La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
1668,1830941956697997648,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@lazhonguoren La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de be..."
1669,1830942133911531566,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MillieBarwen2 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1670,1830945860361883759,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@citation127 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de bes..."
1671,1830946221596225901,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@recnoa_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
1672,1830946660257530120,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ledestindequi La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de b..."
1673,1830946903518806293,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@twik_twok La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1674,1830947245492949185,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mademoizelle81 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de ..."
1675,1830947452888715697,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FRAziat La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoin,..."
1676,1830948117920837743,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@dabonbon2 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1677,1830948561992770035,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@PierrOM26 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nEn cas de besoi..."
1680,1830961749572366777,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@92ZoZo La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute demande..."
1690,1831021751389573350,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@__lissahong La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
1729,1831588801497514227,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KLMN12228 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute dema..."
1730,1831590012212654472,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@flotraveller La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez..."
1731,1831591259019911439,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@srk2492 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
1732,1831591446215872979,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Gogtamaru La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
1733,1831591718904381704,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@al_betino La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute dema..."
1734,1831592145335034090,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@TProds La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nPour toute demande..."
1735,1831592402110267708,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@redskins21sl88 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nRetrouvez-..."
1736,1831592549682663849,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ben_aub La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
